@relation EX1Z7279C60U_Exp22_RMS

@attribute RFLP_RMS_AatII numeric
@attribute RFLP_RMS_AbsI numeric
@attribute RFLP_RMS_AccI numeric
@attribute RFLP_RMS_AclI numeric
@attribute RFLP_RMS_AcyI numeric
@attribute RFLP_RMS_AflII numeric
@attribute RFLP_RMS_AflIII numeric
@attribute RFLP_RMS_AgeI numeric
@attribute RFLP_RMS_AgsI numeric
@attribute RFLP_RMS_AhaIII numeric
@attribute RFLP_RMS_AluI numeric
@attribute RFLP_RMS_AlwNI numeric
@attribute RFLP_RMS_AoxI numeric
@attribute RFLP_RMS_ApaBI numeric
@attribute RFLP_RMS_ApaI numeric
@attribute RFLP_RMS_ApaLI numeric
@attribute RFLP_RMS_ApoI numeric
@attribute RFLP_RMS_AscI numeric
@attribute RFLP_RMS_AsuI numeric
@attribute RFLP_RMS_AsuII numeric
@attribute RFLP_RMS_AvaI numeric
@attribute RFLP_RMS_AvaII numeric
@attribute RFLP_RMS_AvrII numeric
@attribute RFLP_RMS_BalI numeric
@attribute RFLP_RMS_BamHI numeric
@attribute RFLP_RMS_BclI numeric
@attribute RFLP_RMS_BetI numeric
@attribute RFLP_RMS_BglI numeric
@attribute RFLP_RMS_BglII numeric
@attribute RFLP_RMS_BisI numeric
@attribute RFLP_RMS_BsaAI numeric
@attribute RFLP_RMS_BsaBI numeric
@attribute RFLP_RMS_BsePI numeric
@attribute RFLP_RMS_BseSI numeric
@attribute RFLP_RMS_BsiYI numeric
@attribute RFLP_RMS_Bsp1407I numeric
@attribute RFLP_RMS_BspHI numeric
@attribute RFLP_RMS_BspLU11I numeric
@attribute RFLP_RMS_BspMII numeric
@attribute RFLP_RMS_BstEII numeric
@attribute RFLP_RMS_BstXI numeric
@attribute RFLP_RMS_Cac8I numeric
@attribute RFLP_RMS_CauII numeric
@attribute RFLP_RMS_Cfr10I numeric
@attribute RFLP_RMS_CfrI numeric
@attribute RFLP_RMS_ClaI numeric
@attribute RFLP_RMS_CviJI numeric
@attribute RFLP_RMS_CviRI numeric
@attribute RFLP_RMS_DdeI numeric
@attribute RFLP_RMS_DpnI numeric
@attribute RFLP_RMS_DraII numeric
@attribute RFLP_RMS_DraIII numeric
@attribute RFLP_RMS_DrdI numeric
@attribute RFLP_RMS_DsaI numeric
@attribute RFLP_RMS_Eam1105I numeric
@attribute RFLP_RMS_Eco47III numeric
@attribute RFLP_RMS_EcoNI numeric
@attribute RFLP_RMS_EcoRI numeric
@attribute RFLP_RMS_EcoRII numeric
@attribute RFLP_RMS_EcoRV numeric
@attribute RFLP_RMS_EspI numeric
@attribute RFLP_RMS_FaiI numeric
@attribute RFLP_RMS_Fnu4HI numeric
@attribute RFLP_RMS_FnuDII numeric
@attribute RFLP_RMS_FseI numeric
@attribute RFLP_RMS_FspAI numeric
@attribute RFLP_RMS_GlaI numeric
@attribute RFLP_RMS_HaeI numeric
@attribute RFLP_RMS_HaeII numeric
@attribute RFLP_RMS_HaeIII numeric
@attribute RFLP_RMS_HgiAI numeric
@attribute RFLP_RMS_HgiCI numeric
@attribute RFLP_RMS_HgiJII numeric
@attribute RFLP_RMS_HhaI numeric
@attribute RFLP_RMS_HindII numeric
@attribute RFLP_RMS_HindIII numeric
@attribute RFLP_RMS_HinfI numeric
@attribute RFLP_RMS_HpaI numeric
@attribute RFLP_RMS_HpaII numeric
@attribute RFLP_RMS_Hpy178III numeric
@attribute RFLP_RMS_Hpy188I numeric
@attribute RFLP_RMS_Hpy99I numeric
@attribute RFLP_RMS_KpnI numeric
@attribute RFLP_RMS_KroI numeric
@attribute RFLP_RMS_MaeI numeric
@attribute RFLP_RMS_MaeII numeric
@attribute RFLP_RMS_MaeIII numeric
@attribute RFLP_RMS_MauBI numeric
@attribute RFLP_RMS_MboI numeric
@attribute RFLP_RMS_McrI numeric
@attribute RFLP_RMS_MfeI numeric
@attribute RFLP_RMS_MluI numeric
@attribute RFLP_RMS_MseI numeric
@attribute RFLP_RMS_MslI numeric
@attribute RFLP_RMS_MstI numeric
@attribute RFLP_RMS_MwoI numeric
@attribute RFLP_RMS_NaeI numeric
@attribute RFLP_RMS_NarI numeric
@attribute RFLP_RMS_NcoI numeric
@attribute RFLP_RMS_NdeI numeric
@attribute RFLP_RMS_NheI numeric
@attribute RFLP_RMS_NlaIII numeric
@attribute RFLP_RMS_NlaIV numeric
@attribute RFLP_RMS_NotI numeric
@attribute RFLP_RMS_NruI numeric
@attribute RFLP_RMS_NspBII numeric
@attribute RFLP_RMS_NspI numeric
@attribute RFLP_RMS_OliI numeric
@attribute RFLP_RMS_PacI numeric
@attribute RFLP_RMS_PasI numeric
@attribute RFLP_RMS_PcsI numeric
@attribute RFLP_RMS_PflMI numeric
@attribute RFLP_RMS_PfoI numeric
@attribute RFLP_RMS_PmaCI numeric
@attribute RFLP_RMS_PmeI numeric
@attribute RFLP_RMS_PpuMI numeric
@attribute RFLP_RMS_PshAI numeric
@attribute RFLP_RMS_PsiI numeric
@attribute RFLP_RMS_PspXI numeric
@attribute RFLP_RMS_PstI numeric
@attribute RFLP_RMS_PvuI numeric
@attribute RFLP_RMS_PvuII numeric
@attribute RFLP_RMS_RsaI numeric
@attribute RFLP_RMS_RsrII numeric
@attribute RFLP_RMS_SacI numeric
@attribute RFLP_RMS_SacII numeric
@attribute RFLP_RMS_SalI numeric
@attribute RFLP_RMS_SanDI numeric
@attribute RFLP_RMS_SauI numeric
@attribute RFLP_RMS_ScaI numeric
@attribute RFLP_RMS_ScrFI numeric
@attribute RFLP_RMS_SduI numeric
@attribute RFLP_RMS_SecI numeric
@attribute RFLP_RMS_SetI numeric
@attribute RFLP_RMS_SexAI numeric
@attribute RFLP_RMS_SfeI numeric
@attribute RFLP_RMS_SfiI numeric
@attribute RFLP_RMS_SgeI numeric
@attribute RFLP_RMS_SgfI numeric
@attribute RFLP_RMS_SgrAI numeric
@attribute RFLP_RMS_SgrDI numeric
@attribute RFLP_RMS_SmaI numeric
@attribute RFLP_RMS_SmlI numeric
@attribute RFLP_RMS_SnaBI numeric
@attribute RFLP_RMS_SpeI numeric
@attribute RFLP_RMS_SphI numeric
@attribute RFLP_RMS_SplI numeric
@attribute RFLP_RMS_SrfI numeric
@attribute RFLP_RMS_Sse232I numeric
@attribute RFLP_RMS_Sse8387I numeric
@attribute RFLP_RMS_Sse8647I numeric
@attribute RFLP_RMS_SspI numeric
@attribute RFLP_RMS_StuI numeric
@attribute RFLP_RMS_StyI numeric
@attribute RFLP_RMS_SwaI numeric
@attribute RFLP_RMS_TaqI numeric
@attribute RFLP_RMS_TatI numeric
@attribute RFLP_RMS_TauI numeric
@attribute RFLP_RMS_TfiI numeric
@attribute RFLP_RMS_TseI numeric
@attribute RFLP_RMS_Tsp45I numeric
@attribute RFLP_RMS_Tsp4CI numeric
@attribute RFLP_RMS_TspEI numeric
@attribute RFLP_RMS_TspRI numeric
@attribute RFLP_RMS_Tth111I numeric
@attribute RFLP_RMS_VspI numeric
@attribute RFLP_RMS_XbaI numeric
@attribute RFLP_RMS_XcmI numeric
@attribute RFLP_RMS_XhoI numeric
@attribute RFLP_RMS_XhoII numeric
@attribute RFLP_RMS_XmaIII numeric
@attribute RFLP_RMS_XmnI numeric
@attribute Class {HIV1_M,HIV1_N,HIV1_O,HIV1_P}

@data
9199,9199,2035.957,9199,6435.052,4614.398,2421.389,9199,486.266,1395.614,361.533,1795.273,594.552,1859.908,9199,4784.560,762.982,9199,463.891,9199,6481.383,762.042,2295.319,2256.665,3045.952,2935.798,5668.162,3422.558,5610.881,718.953,9199,4814.448,9199,1635.828,481.547,1696.445,4677.473,3148.599,9199,5199.851,2395.607,558.825,3146.142,3393.778,2256.770,4816.224,107.500,444.640,425.665,501.535,1929.395,4712.653,5523.570,2992.918,3610.717,9199,4740.036,4073.787,445.573,2872.906,4664.062,84.604,718.953,5482.941,9199,9199,2622.561,998.615,6432.955,594.580,750.355,1184.897,1406.474,2622.425,4619.883,2670.467,496.625,4619.883,1541.342,363.393,856.399,3752.346,3797.446,9199,312.410,3973.473,422.256,9199,501.545,9199,1720.877,9199,254.364,996.460,9199,637.432,9199,6435.052,3510.618,9199,4057.736,335.552,458.002,9199,9199,2993.892,1954.926,3393.721,4899.636,9199,9199,2809.705,3610.543,9199,9199,3038.790,4654.973,2277.555,9199,2040.174,9199,3550.058,338.686,9199,1632.088,9199,9199,4698.311,3017.240,2427.924,415.405,596.822,496.922,117.927,3747.552,1451.207,9199,23.566,9199,9199,9199,6482.792,1746.269,9199,3407.539,4947.783,9199,9199,9199,4611.939,9199,1472.421,3410.078,926.104,9199,2480.176,586.775,4657.837,639.140,761.137,1129.302,649.661,172.088,294.630,2701.551,1944.361,1584.154,2966.712,9199,1022.818,9199,1986.268,HIV1_O
9225,9225,4216.669,9225,6453.436,4723.180,6271.635,9225,650.962,1458.217,340.740,1461.135,654.324,1653.382,9225,2957.365,726.004,9225,601.642,3611.796,6499.767,956.441,2928.672,4962.356,3526.920,9225,4628.837,3142.901,2588.912,685.867,5082.247,4651.943,9225,1853.887,503.069,2104.445,4693.184,9225,5780.735,2689.079,2308.336,908.954,3545.319,4616.350,4962.381,9225,114.164,273.130,441.155,580.753,2075.930,4728.844,5546.588,3576.745,4615.326,9225,2265.103,4098.073,434.790,2021.905,3037.135,88.417,685.867,9225,9225,9225,4328.041,1056.918,6451.338,654.351,882.155,2256.509,1392.283,4327.905,2463.053,3111.894,589.337,4631.356,1734.472,517.668,485.006,3763.698,4791.791,9225,361.322,2585.576,361.711,9225,580.824,9225,1863.660,9225,256.464,1136.696,9225,658.052,9225,6453.436,3576.745,9225,3254.506,321.697,666.188,9225,9225,2703.646,2633.723,5406.512,4920.840,9225,9225,4894.210,2652.344,9225,9225,2075.930,9225,2115.300,9225,2555.518,9225,3808.772,331.395,9225,1875.818,9225,9225,9225,3333.281,1762.765,413.187,716.374,489.816,108.604,3757.192,1474.190,9225,23.512,9225,9225,9225,6501.177,1698.642,9225,9225,9225,9225,9225,9225,4623.761,3236.559,1878.057,3210.840,1134.404,9225,2640.352,566.526,2976.830,808.699,764.265,620.733,588.646,192.604,556.025,2757.852,1683.862,3507.491,2857.600,9225,1176.157,9225,2924.488,HIV1_O
9072,9072,2903.234,9072,6381.725,9072,6223.457,9072,638.899,2054.297,282.593,2336.744,578.904,2132.249,9072,4794.449,654.845,9072,467.817,9072,9072,618.827,3457.265,3690.319,3019.561,3397.118,4560.388,3603.605,2309.125,624.066,4088.517,3008.838,9072,2072.436,461.385,1955.537,3271.466,6223.457,9072,4372.120,3460.224,681.569,3821.115,2588.673,3691.235,9072,108.461,276.070,385.088,519.528,1888.723,4647.738,5464.943,3602.750,9072,5321.167,3593.539,5084.889,612.839,5611.159,6334.775,78.057,624.066,5424.018,9072,9072,1883.857,904.676,2595.460,578.848,858.435,1910.011,1559.721,1883.804,5031.147,5807.166,496.470,9072,1468.779,426.729,687.062,3727.954,9072,4796.759,448.192,3451.926,532.365,9072,519.555,9072,1532.787,9072,263.311,1011.414,9072,838.278,4797.410,6381.725,3602.750,9072,4598.898,339.570,516.215,9072,9072,2946.477,2242.317,3896.879,4854.352,9072,9072,2044.077,3498.888,9072,9072,1888.723,4590.153,2244.171,9072,2455.708,9072,3501.941,404.828,9072,1701.626,9072,9072,6373.290,5697.114,1701.418,586.308,726.217,635.192,104.344,3171.097,947.037,9072,23.948,9072,9072,9072,9072,2264.056,9072,5575.469,9072,9072,9072,9072,9072,5131.325,1305.573,2548.712,1154.823,9072,3691.967,739.664,4036.477,677.053,657.192,1640.357,752.840,169.603,357.243,5581.290,3297.862,3089.748,2804.673,9072,954.306,9072,2082.310,HIV1_O
9110,9110,2060.638,9110,6372.823,4566.227,6227.763,9110,787.423,1380.906,333.335,2162.645,573.050,2012.118,9110,4123.860,764.804,9110,452.171,9110,9110,656.849,2909.539,2596.784,3515.949,3396.810,4081.744,2275.564,2696.064,720.492,6393.840,4134.460,9110,1758.257,540.650,1256.604,3514.026,6227.763,9110,2611.780,3465.882,980.069,6436.088,4556.634,2295.516,9110,112.126,267.944,489.892,484.261,1767.417,5036.916,5461.888,3455.813,9110,4289.097,2491.923,2927.346,452.701,5621.837,4613.229,78.027,720.492,9110,9110,9110,2764.600,977.032,3665.922,573.007,1046.641,2098.480,1871.502,2764.550,3663.898,9110,689.216,9110,2432.092,454.477,590.602,3725.078,4733.600,9110,368.420,2481.476,417.459,9110,484.286,9110,2067.384,9110,290.442,918.165,5980.272,488.946,9110,6372.823,3455.813,9110,3730.853,296.937,483.080,9110,9110,1917.948,2264.387,9110,4870.339,9110,9110,2090.777,9110,9110,9110,2090.309,4603.431,1496.403,9110,2222.064,9110,2145.673,323.634,9110,2090.288,9110,4604.449,5367.303,3438.930,2662.216,444.241,790.749,660.843,107.611,9110,1306.757,9110,24.570,9110,9110,9110,9110,1105.393,9110,9110,9110,9110,9110,9110,9110,5130.991,2585.705,5932.590,2034.085,9110,3427.838,544.582,3060.809,792.695,765.954,707.225,477.075,172.729,393.266,3535.174,2211.138,2319.136,1921.435,9110,1088.568,9110,2870.880,HIV1_O
9161,9161,4178.426,9161,6408.184,4700.763,9161,5865.340,733.531,1334.006,417.720,1619.252,471.598,1365.196,9161,4767.932,729.283,9161,596.092,4675.255,6454.513,960.585,3663.722,4922.658,4642.387,4593.138,3563.535,3619.264,5584.998,916.399,6429.902,2570.420,6291.841,2069.331,569.797,1901.651,4654.469,9161,5712.527,2810.485,1891.194,981.931,2795.569,2634.656,4922.683,9161,126.952,290.864,451.949,659.004,3233.512,4688.922,5497.783,3713.071,2743.555,9161,3530.018,4073.485,456.767,2001.567,4589.397,84.751,916.399,6293.212,9161,9161,3305.179,749.994,6406.086,471.633,1294.195,1791.961,1698.898,3305.170,2595.664,4058.162,475.049,3501.554,1127.950,464.270,646.239,3740.596,3776.549,9161,460.632,3798.401,357.883,9161,659.080,4671.094,1707.233,9161,273.258,994.865,9161,527.839,9161,6408.184,3713.071,9161,9161,343.819,699.177,9161,9161,3028.384,2605.979,9161,4888.059,9161,9161,3869.208,3577.166,9161,9161,4184.025,9161,1925.017,9161,2058.952,9161,3789.795,390.854,6392.818,2527.945,9161,9161,9161,2525.880,1819.268,419.539,867.659,575.055,111.412,6446.064,1112.632,9161,24.791,9161,5865.340,9161,6455.922,1931.213,9161,6197.373,9161,9161,9161,9161,4594.822,5165.841,1447.474,2064.784,1838.788,9161,2631.260,618.379,5337.726,645.554,916.340,677.048,500.873,181.087,789.077,4321.423,1400.642,4020.101,2835.527,9161,1085.193,9161,3445.955,HIV1_O
4679.388,9186,2342.834,5356.930,3774.359,3291.100,3697.725,9186,938.016,2135.244,318.341,2512.726,661.485,2200.661,9186,6373.634,757.725,9186,460.009,9186,4167.179,699.127,3411.617,6333.559,3045.331,3417.158,4682.864,4655.944,2290.280,858.381,3752.901,9186,9186,2781.433,574.334,1909.225,3296.684,6317.744,4682.864,3349.911,2391.919,964.413,3142.856,3211.459,3839.976,9186,115.694,342.540,488.471,449.832,1565.195,5056.986,3559.278,3424.767,9186,9186,3396.376,3447.629,407.792,3517.490,4657.740,83.417,858.381,6297.867,9186,9186,2508.728,1512.383,4581.202,661.516,1294.484,1831.682,2117.380,2508.652,3120.949,9186,536.557,4771.259,1414.714,508.374,570.751,2980.248,3085.658,9186,389.881,1775.464,427.507,9186,449.864,9186,1855.632,9186,267.246,865.217,9186,838.112,9186,6427.260,3424.767,5263.619,5620.211,356.006,507.188,9186,9186,2365.595,3050.849,4916.163,4891.984,9186,5355.387,2081.765,1860.381,4633.067,9186,2076.917,3456.989,2650.642,9186,2463.585,9186,3065.075,381.304,9186,2538.309,9186,9186,5423.917,3451.096,2670.086,379.803,903.827,474.949,103.636,6465.853,1009.410,9186,24.162,9186,9186,9186,4167.546,1088.831,9186,2436.461,9186,9186,9186,9186,9186,2777.138,1249.836,9186,885.911,4876.676,5538.472,628.374,3765.663,818.161,908.516,998.373,740.194,173.417,384.365,3578.321,1566.666,3731.485,3712.613,9186,811.276,9186,2310.190,HIV1_O
5059.743,9868,2099.999,5648.615,3828.693,4935.986,2881.631,5045.113,639.514,1926.810,323.663,1826.076,510.334,1849.712,9868,4805.412,774.832,9868,558.798,9868,3625.745,763.771,2329.615,4749.998,1912.701,3620.135,3379.322,3914.332,2788.484,571.831,5325.594,6067.897,9868,3139.278,586.888,1802.833,4972.802,3483.215,5064.437,4149.466,1982.062,732.617,2854.299,3654.762,4750.015,9868,117.397,282.083,475.709,389.865,2165.710,4997.797,5684.016,2868.864,9868,9868,3913.887,4279.988,437.245,3674.205,4738.394,90.235,571.831,4997.956,9868,9868,3087.933,807.817,4601.979,510.356,1506.767,1616.294,2840.870,3087.888,3221.774,5323.189,506.539,5163.119,1448.578,503.187,603.057,3806.196,3337.774,9868,322.399,1689.092,480.013,9868,389.865,9868,1489.576,4997.638,270.148,1067.009,9868,591.198,9868,6521.200,3221.334,4025.051,3044.576,395.023,498.653,9868,9868,1772.493,2329.242,5321.691,5296.223,9868,5759.444,3008.447,2966.380,9868,9868,2384.400,4957.878,2275.681,9868,2610.138,9868,3979.124,421.521,9868,3858.028,9868,9868,5997.136,6138.523,2532.674,400.327,1233.448,480.324,110.991,3328.559,1159.743,9868,23.617,9868,9868,9868,3625.796,1280.760,9868,2766.544,9868,9868,9868,9868,9868,4291.408,1662.646,3411.023,1036.063,9868,5704.483,710.922,3409.844,745.515,593.864,1145.592,642.747,199.219,316.430,3119.359,1621.916,5324.853,3805.790,9868,738.078,9868,2943.130,HIV1_O
5054.957,9860,1726.182,5643.174,2725.491,4932.103,2746.993,9860,621.398,1260.846,312.837,2232.250,555.080,2026.157,9860,4801.877,676.481,9860,516.428,9860,5318.374,655.539,2951.410,2430.810,2930.961,2520.466,3500.751,2856.226,5338.029,612.694,6953.007,6062.317,9860,3527.761,518.586,1801.428,3745.304,3410.957,3500.751,4602.232,2795.512,574.962,2891.055,4930.296,2430.831,9860,124.597,307.249,360.830,445.646,2817.659,5369.663,5685.519,3704.167,5052.372,9860,2704.397,2951.217,398.866,3540.387,4740.858,86.752,612.694,4993.371,9860,9860,3700.698,780.074,4597.964,555.185,825.450,1813.051,1267.660,3700.651,2741.856,5319.661,588.158,5158.119,1515.772,455.980,468.962,3803.271,5144.492,9860,333.406,2608.655,480.497,9860,445.645,5599.458,1845.773,4993.053,246.316,937.642,9860,472.425,9860,6516.212,3704.167,2973.463,2116.400,333.703,521.428,9860,9860,1857.897,1732.383,5316.484,5291.043,9860,5753.954,3006.093,3379.268,9860,9860,2817.659,4954.291,3309.905,9860,2380.510,9860,3020.300,392.380,9860,1514.304,9860,9860,9860,3739.716,2530.782,370.057,741.302,510.560,110.759,3064.044,1109.988,9860,24.727,9860,9860,9860,5318.421,1274.803,9860,4294.331,5617.575,9860,9860,9860,4962.270,5392.912,1867.498,3408.151,1161.920,9860,5706.052,686.173,4034.964,701.189,624.918,1229.280,796.864,180.142,332.619,2928.544,1621.612,3593.733,1872.645,9860,877.763,9860,3960.562,HIV1_O
9103,9103,2004.838,9103,6034.040,3294.265,2178.773,9103,934.808,2071.992,322.509,2000.337,582.154,2324.321,9103,5984.418,690.922,9103,519.956,9103,9103,872.714,3466.262,3482.802,4722.285,3003.618,6024.858,3272.782,2681.291,636.324,9103,4833.007,9103,2051.910,500.827,1312.450,5888.768,2178.773,9103,5202.795,3369.960,815.929,1898.275,2101.513,3483.583,9103,116.810,335.817,436.704,592.451,2588.394,2569.807,5203.764,2380.136,9103,5596.512,2642.791,4304.418,526.951,5914.868,5990.266,84.522,636.324,4050.201,9103,9103,1831.111,1090.537,3044.511,582.252,1196.688,1148.793,1727.957,1831.087,2040.123,6101.490,494.249,4670.259,996.648,461.351,532.767,3103.291,4612.311,9103,353.576,4699.770,469.128,9103,592.507,4767.420,3913.286,9103,346.446,798.960,4250.981,638.772,9103,6034.040,2380.136,9103,4557.588,368.212,531.425,9103,9103,2293.845,1322.891,3789.543,5049.016,9103,9103,2112.499,9103,9103,9103,2588.394,4920.866,2201.264,9103,2098.103,9103,2910.864,303.220,9103,2586.468,9103,9103,9103,3723.698,1538.434,460.082,919.049,520.367,111.281,9103,1239.987,9103,23.898,9103,9103,9103,9103,1239.108,9103,9103,9103,9103,9103,9103,4634.749,3047.481,2583.423,3764.196,1207.491,9103,3864.946,530.244,3432.635,606.291,651.656,1016.597,795.426,196.890,322.076,3591.083,1831.328,1505.672,2186.363,9103,915.844,9103,2515.852,HIV1_O
9157,9157,1630.732,9157,6353.825,3286.229,2344.051,6034.194,686.502,1673.984,290.751,2423.355,696.065,2123.728,9157,3309.603,794.123,9157,536.941,9157,2199.661,735.056,6451.684,2743.526,2953.123,3365.448,3214.840,4606.431,6086.606,603.100,6331.679,5509.430,9157,1732.386,412.102,1694.250,4710.074,2344.051,9157,2832.728,2079.465,751.218,2104.872,3547.344,2742.888,9157,111.535,321.396,398.095,566.345,2391.280,4754.462,5649.962,4090.664,4579.106,5224.503,3492.718,9157,538.882,4361.140,6400.462,79.858,603.100,9157,9157,9157,2428.962,1013.131,3639.933,696.089,896.190,1291.603,1221.537,2428.974,3078.391,3180.551,640.863,4698.814,1200.353,402.045,747.125,3733.638,3693.018,9157,428.007,3317.242,503.526,9157,566.366,9157,3620.065,9157,260.580,836.750,9157,530.436,9157,6353.825,4090.664,4683.151,4271.683,283.422,535.775,9157,9157,2949.525,1219.476,3299.165,4804.890,9157,6327.537,1659.980,3787.041,9157,9157,2732.337,3127.840,1259.143,9157,2290.972,9157,3958.345,290.809,9157,1692.015,9157,9157,9157,4605.019,1940.697,445.629,688.336,615.617,107.838,6241.233,1256.174,9157,25.439,9157,9157,9157,2614.092,1614.136,9157,4637.996,9157,9157,9157,9157,4579.317,2732.337,2356.476,3377.330,1574.150,9157,2471.178,562.271,3072.522,741.747,648.036,879.612,543.108,214.509,435.690,3654.626,1616.472,2151.910,2838.604,4880.967,1066.450,9157,2298.483,HIV1_O
9250,9250,3075.634,9250,3746.775,9250,2415.939,9250,787.641,1814.065,380.169,2613.288,509.248,2105.418,3919.342,4562.852,649.166,9250,495.490,9250,6315.111,701.839,4615.526,2591.105,3435.343,2397.367,3755.003,3526.428,3444.487,718.848,2701.174,5798.244,9250,1503.428,453.352,1180.522,4766.312,3844.820,4665.447,9250,3081.974,672.203,2497.826,4649.226,2590.565,9250,117.862,336.735,346.360,493.150,1471.282,9250,4203.385,4106.248,9250,5248.900,4659.748,3396.441,501.571,4216.106,4782.161,83.268,718.848,9250,9250,9250,2455.768,847.777,3671.356,509.307,908.401,2177.737,1074.105,2456.124,9250,2926.993,607.722,9250,1456.836,430.031,495.812,3258.755,9250,9250,337.214,1742.429,442.808,9250,493.048,5543.994,2289.214,9250,265.603,1086.711,4916.929,611.864,9250,6418.880,4106.248,9250,3792.629,325.264,483.426,9250,9250,2400.337,1758.753,4855.116,9250,9250,9250,1853.801,3514.871,4634.849,9250,2169.598,4735.710,2285.965,9250,2680.663,5543.994,3064.876,279.900,9250,1446.104,9250,9250,4550.497,4537.513,1393.047,452.383,683.890,544.224,122.355,6306.946,1101.474,9250,24.089,9250,9250,9250,6316.473,1494.180,9250,4023.544,9250,9250,6316.473,9250,4625.148,3201.502,1865.337,4761.290,1310.097,9250,9250,429.565,3501.584,688.689,746.319,838.968,477.452,192.801,355.712,3692.914,1994.796,3754.773,2890.918,9250,864.734,9250,2159.957,HIV1_O
9076,9076,1405.600,9076,3767.468,4555.948,3104.613,4725.244,772.944,1427.284,254.297,2315.577,616.637,2115.138,9076,4779.090,803.593,9076,548.684,9076,4144.713,727.871,2914.872,3720.964,3468.943,3379.153,3852.886,2779.236,5580.005,651.710,4968.905,9076,4620.079,2283.130,510.032,1576.282,3254.318,3104.613,9076,5490.132,2361.155,613.752,3129.265,3372.175,3721.900,5712.040,113.175,342.392,409.639,608.903,2332.160,4660.155,5491.257,4170.810,6139.354,9076,2445.674,4024.726,545.123,2839.978,4647.216,73.558,651.710,4620.455,9076,9076,2036.479,1067.334,6412.047,616.572,871.089,1768.003,1150.314,2036.350,2546.283,3789.340,611.334,9076,1835.632,346.669,762.784,3742.233,3046.439,9076,413.660,4968.498,436.981,9076,608.932,5031.007,2164.540,9076,278.680,1041.854,3586.135,601.475,9076,6414.167,4170.810,4877.906,3311.601,286.921,606.136,9076,9076,4618.957,1728.584,4855.510,4831.398,9076,9076,1848.376,6072.452,9076,9076,4177.012,4599.559,2252.310,9076,1743.022,5031.007,4618.957,295.800,9076,1360.237,9076,4598.261,9076,2789.451,1054.908,499.527,649.485,639.197,111.569,3699.283,804.259,9076,24.660,9076,9076,9076,4145.068,1484.517,9076,4889.360,9076,9076,9076,9076,5730.309,5155.226,2011.446,2269.369,1318.077,9076,1613.192,475.329,6370.501,742.137,651.688,1176.648,541.453,195.134,317.851,6394.409,2181.074,2400.135,2806.070,9076,1113.788,9076,2297.343,HIV1_O
9075,9075,1721.872,9075,4614.324,9075,2627.734,3690.033,825.127,2261.420,350.280,3153.868,501.866,2521.812,9075,4787.633,685.942,9075,532.311,9075,3711.440,955.141,2519.931,3727.980,2140.078,3123.933,3690.033,3408.088,2970.774,507.300,9075,3608.623,9075,1576.468,520.243,955.222,3254.615,2627.734,9075,9075,2360.763,856.645,3133.855,2751.115,3728.919,9075,113.027,342.434,432.838,594.624,1970.761,2066.869,9075,4167.742,9075,5285.425,3563.935,4014.864,456.187,3268.933,4655.733,83.726,507.300,6386.661,9075,9075,3099.704,972.259,5286.451,501.883,1067.897,1402.888,1300.574,3099.620,2847.582,5763.972,571.445,3319.629,1802.755,484.165,683.110,3747.527,4728.826,9075,429.016,3394.003,425.835,9075,594.628,9075,2858.944,9075,267.687,809.709,6028.092,660.461,9075,9075,4167.742,3637.713,2701.197,303.148,447.775,9075,9075,1643.666,1752.617,3742.920,4826.653,9075,9075,2342.936,4829.072,9075,9075,4182.992,4601.619,1891.305,9075,2144.417,9075,2898.081,295.913,9075,1483.847,9075,9075,9075,4590.645,1701.704,423.094,772.174,653.123,110.388,3698.052,761.260,9075,25.423,9075,9075,9075,6402.162,2034.325,9075,9075,9075,9075,9075,9075,9075,5162.159,1635.969,4700.682,1540.539,9075,3939.950,504.078,1477.398,754.758,582.199,822.917,644.975,165.592,395.126,3072.262,1635.395,4537.583,2805.814,9075,921.094,9075,2571.080,HIV1_O
